Title,FileName,Speaker,Date,Text,SeriesName,Mp3Url,SermonPageUrl,SeriesIndex,SermonId
The Certainty of our Ultimate Salvation,20150927_am.mp3,Greg Pickle,2015-09-27,Romans 5:6-11,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20150927_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180266609,30,180266609
The Entrance of Death Through Adam,10042015 Worship Service.mp3,Greg Pickle,2015-10-04,Romans 5:12-14,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/10042015 Worship Service.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180267757,31,180267757
Five Results of Being Filled With the Knowledge of His Will,20151011_am.mp3,Brian Beemer,2015-10-11,Colossians 11-12,Colossians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20151011_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180268252,3,180268252
Leviticus and Numbers,20151011_ss.mp3,Brian Beemer,2015-10-11,,Old Testament Survey,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20151011_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180268253,8,180268253
The Blessing of Enlightenment in Christ,20151011_pm.mp3,Doug Walker,2015-10-11,Ephesians 1:7-10,Guest Speakers,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20151011_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180268254,3,180268254
The Reign of Christ's Abundant Grace,10182015 Worship Service.mp3,Greg Pickle,2015-10-18,Romans 5:15-21,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/10182015 Worship Service.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180268862,32,180268862
"Dead to Sin, Alive to God",20151025_am.mp3,Greg Pickle,2015-10-25,Romans 6:1-4,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20151025_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180269543,33,180269543
"Dead to Sin, Alive to God, Part 2",20151101_am.mp3,Greg Pickle,2015-11-01,Romans 6:1-14,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20151101_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180270314,34,180270314
"Dead to Sin, Alive to God, Part 3",11082015 Worship Service.mp3,Greg Pickle,2015-11-08,Romans 6:3-10,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/11082015 Worship Service.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180271729,35,180271729
Responding to Your Identity In Christ,20151115.mp3,Greg Pickle,2015-11-16,Romans 6:11-14,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20151115.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180272995,36,180272995
"Slaves to Righteousness, Part 1",20151122.mp3,Greg Pickle,2015-11-22,Romans 6:15-23,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20151122.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180274707,37,180274707
"Slaves to Righteousness, Part 2 - A Better Master",11292015 Worship Service.mp3,Greg Pickle,2015-11-29,Romans 6:15-23,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/11292015 Worship Service.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180278240,38,180278240
"1 Samuel, Part 1",11292015 Sunday School.mp3,Greg Pickle,2015-11-29,1 Samuel 1-7,Old Testament Survey,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/11292015 Sunday School.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180278242,9,180278242
Overcoming Temptation,061220115 Worship Service.mp3,Greg Pickle,2015-12-06,1 Corinthians 10:1-13,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/061220115 Worship Service.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180278937,13,180278937
Do Homage to the Son,12132015 Worship Service.mp3,Greg Pickle,2015-12-13,Psalm 2,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/12132015 Worship Service.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180281594,14,180281594
Four Realities of the Light of Christ Dawning on the World,20151220_am.mp3,Brian Beemer,2015-12-20,John 1:9-13,Christmas,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20151220_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180285371,2,180285371
Why Did the Son of God Become a Man?,20151227_am.mp3,Greg Pickle,2015-12-27,Hebrews 2:5-18,Christmas,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20151227_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180285372,3,180285372
Church as Christ Designed It,01032016 Worship Service.mp3,Greg Pickle,2016-01-03,Ephesians 4:11-13,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/01032016 Worship Service.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180285940,15,180285940
The Newness of the Spirit,20160131_am.mp3,Greg Pickle,2016-01-31,Romans 7:5-6,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160131_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180295195,39,180295195
"Why We Need the Holy Spirit, Part 1: The Problem of the Flesh",20160214_am.mp3,Greg Pickle,2016-02-14,Romans 7:14-20,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160214_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180299022,40,180299022
"Why We Need the Holy Spirit, Part 2: Our Inability to Keep the Law",20160221_am.mp3,Greg Pickle,2016-02-21,Romans 7:14-25,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160221_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180300272,41,180300272
"Why We Need the Holy Spirit, Part 3: The Problem of Indwelling Sin",20160228_am.mp3,Greg Pickle,2016-02-28,Romans 7:21-25,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160228_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180303567,42,180303567
"The Blessings of Life in the Spirit, Part 1 - No Condemnation in Christ Jesus",20160306_am.mp3,Greg Pickle,2016-03-06,Romans 8:1-4,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160306_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180304230,43,180304230
"The Blessings of Life in the Spirit, Part 2 - No Longer Being Fleshly-Minded",20160313_am.mp3,Greg Pickle,2016-03-13,Romans 8:5-8,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160313_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180305837,44,180305837
Old Testament Survey: Ezekiel,20160313_ss.mp3,Greg Pickle,2016-03-13,Ezekiel,Old Testament Survey,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160313_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180307039,10,180307039
The Woman at the Well: An Intentional Revelation,20160313_pm.mp3,Brian Beemer,2016-03-13,John 4:1-42,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160313_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180307040,17,180307040
"The Blessings of Life in the Spirit, Part 3: The Spirit Dwells in You",20160320_am.mp3,Greg Pickle,2016-03-20,Romans 8:9-11,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160320_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180306971,45,180306971
Old Testament Survey: Ezekiel and Hosea,20160320_ss.mp3,Greg Pickle,2016-03-20,,Old Testament Survey,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160320_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180306975,11,180306975
The Woman at the Well,20160320_pm.mp3,Brian Beemer,2016-03-20,John 4,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160320_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180307038,18,180307038
"The Blessings of Life in the Spirit, Part 4: Resurrection Power",20160327_am.mp3,Greg Pickle,2016-03-27,Romans 8:11,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160327_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180307999,46,180307999
Old Testament Survey: Hosea,20160327_ss.mp3,Greg Pickle,2016-03-27,Hosea,Old Testament Survey,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160327_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180308002,12,180308002
"Old Testament Survey: Joel, Part 1",20160403_ss.mp3,Greg Pickle,2016-04-03,Joel 1-2,Old Testament Survey,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160403_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180319927,14,180319927
The Woman At the Well: Jesus's Intentional Resolve,20160403_pm.mp3,Brian Beemer,2016-04-03,John 4:31-38,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160403_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180322189,19,180322189
The Spirit's Work in our Obediece,20160403_am.mp3,Greg Pickle,2016-04-03,Romans 8:12-13,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160403_am.mp3,,,
Putting Sin to Death,20160410_am.mp3,Greg Pickle,2016-04-10,Romans 8:13,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160410_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180323180,47,180323180
"Old Testament Survey: Joel, Part 2",20160410_ss.mp3,Greg Pickle,2016-04-10,Joel 2-3,Old Testament Survey,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160410_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180323187,15,180323187
The Heidelberg Catechism,20160410_pm.mp3,Danan Leab,2016-04-16,,Guest Speakers,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160410_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180345874,4,180345874
"The Activities of Life in the Spirit, Part 1",20160417_am.mp3,Greg Pickle,2016-04-17,Galatians 5:13-15,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160417_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180346104,48,180346104
"The Activities of Life in the Spirit, Part 2",04242015 Worship Service.mp3,Greg Pickle,2016-04-24,Galatians 5:16-18,Galatians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/04242015 Worship Service.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180347932,6,180347932
"Old Testament Survey: Obadiah and Jonah, Part 1",04242016 Sunday School.mp3,Greg Pickle,2016-04-24,Obadiah and Jonah 1,Old Testament Survey,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/04242016 Sunday School.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180347935,16,180347935
"The Activities of Life in the Spirit, Part 3",05012016 Worship Service.mp3,Greg Pickle,2016-05-01,Galatians 5:24-26,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/05012016 Worship Service.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180348928,16,180348928
"Jonah, Part 2 and Micah",05012016 Sunday School.mp3,Greg Pickle,2016-05-01,Jonah and Micah,Old Testament Survey,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/05012016 Sunday School.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180348930,17,180348930
"The Activities of Life in the Spirit, Part 4 - Being Humble Toward One Another",05082016 Worship Service.mp3,Greg Pickle,2016-05-08,Galatians 6:1-5,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/05082016 Worship Service.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180349700,17,180349700
Led by the Spirit of God,05152016 Worship Service.mp3,Greg Pickle,2016-05-15,Romans 8:14,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/05152016 Worship Service.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180398756,49,180398756
The Spirit of God Demonstrates Our Sonship,20160522_am.mp3,Greg Pickle,2016-05-22,Romans 8:14-17,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160522_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180389897,50,180389897
The Greatness of our Future Glory,05292016 Worship Service.mp3,Greg Pickle,2016-05-29,Romans 8:17-18,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/05292016 Worship Service.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180392603,51,180392603
The Eager Expectation of our Future Glory,06122016 Worship Service.mp3,Greg Pickle,2016-06-12,Romans 8:19-25,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/06122016 Worship Service.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180395250,52,180395250
Romand 8:28-30: God's Eternal Purpose for our Future Glory,20160626_am.mp3,Greg Pickle,2016-06-26,Romans 8:28-30,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160626_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180396535,53,180396535
The Preservation of the Saints,20160703_am.mp3,Greg Pickle,2016-07-03,Romans 8:31-39,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160703_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180397793,54,180397793
"The Preservation of the Saints, Part 2",07102016 Worship Service.mp3,Greg Pickle,2016-07-10,Romans 8:34-39,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/07102016 Worship Service.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180398759,55,180398759
Paul's Grief over Unbelieving Israel,07312016 Worship Service.mp3,Greg Pickle,2016-07-31,Romans 9:1-5,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/07312016 Worship Service.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180404251,56,180404251
"Israel's Unbelief Doesn't Invalidate God's Word, Part 1",20160807_am.mp3,Greg Pickle,2016-08-07,Romans 9:6-13,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160807_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180404507,57,180404507
New Testament Introduction,20160807_ss.mp3,Greg Pickle,2016-08-07,Various,New Testament Survey,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160807_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180404508,1,180404508
God's Children Come by God's Choice,20160814_am.mp3,Greg Pickle,2016-08-14,Romans 9:10-13,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160814_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180405327,58,180405327
New Testament Survey: Matthew,20160814_ss.mp3,Greg Pickle,2016-08-14,Matthew,New Testament Survey,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160814_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180405328,2,180405328
God's Children Come By God's Call,20160821_am.mp3,Greg Pickle,2016-08-21,Romans 9:11,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160821_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180406307,59,180406307
"New Testament Survey: Matthew, Part 2",20160821_ss.mp3,Greg Pickle,2016-08-21,Matthew 8-13,New Testament Survey,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160821_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180406308,3,180406308
The Gospel of John: Jesus's Authority to Judge,20160821_pm.mp3,Brian Beemer,2016-08-21,John 5:25-30,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160821_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180406310,20,180406310
No Injustice With God,20160828_am.mp3,Greg Pickle,2016-08-28,Romans 9:14-18,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160828_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180407505,60,180407505
"New Testament Survey: Matthew, Part 3",20160828_ss.mp3,Greg Pickle,2016-08-31,Matthew,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160828_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180408137,61,180408137
Psalm 90,20160828_pm.mp3,Doug Walker,2016-08-31,Psalm 90,Guest Speakers,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160828_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180408138,5,180408138
No Unfairness With God,20160904_am.mp3,Greg Pickle,2016-09-04,Romans 9:19-23,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20160904_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180408475,63,180408475
New Testament Survey: Mark,,Greg Pickle,2016-09-04,Mark,New Testament Survey,,,,
The Surprising Scope of God's Call to Salvation,09112016 Worship Service.mp3,Greg Pickle,2016-09-11,Romans 9:24-29,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/09112016 Worship Service.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180409457,64,180409457
"Righteousness Comes By Faith In Christ, Not By Works",09182016 Worship Service.mp3,Greg Pickle,2016-09-18,Romans 9:30-33,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/09182016 Worship Service.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180410187,65,180410187
Missing the Point of the Law,09252016 Worship Service.mp3,Greg Pickle,2016-09-25,Romans 10:1-4,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/09252016 Worship Service.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180411675,66,180411675
Two Kinds of Righteousness,10022016 Worship Service.mp3,Greg Pickle,2016-10-02,Romans 10:5-13,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/10022016 Worship Service.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180412430,67,180412430
"Missions and the Church, Part 1: The Meaning of Missions",20161023_am.mp3,Greg Pickle,2016-10-23,Various,Missions and the Church,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20161023_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180416486,1,180416486
"New Testament Survey: Acts, Part 4",20161023_ss_final.mp3,Greg Pickle,2016-10-23,Acts,New Testament Survey,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20161023_ss_final.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180416493,4,180416493
Jesus Walks on Water,20161023_pm.mp3,Brian Beemer,2016-10-23,John 6:16-21,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20161023_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180416554,21,180416554
"Missions and the Church, Part 2: The Mission of Missions",20161030_am.mp3,Greg Pickle,2016-10-30,Matthew 28:18-20,Missions and the Church,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20161030_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180417613,2,180417613
"New Testament Survey: Acts, Part 5",20161030_ss.mp3,Greg Pickle,2016-10-30,Acts,New Testament Survey,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20161030_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180417614,5,180417614
"Missions and the Church, Part 4 - The Missionaries of Missions",11132016 Worship Service.mp3,Greg Pickle,2016-11-13,Ephesians 4:11-16,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/11132016 Worship Service.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180419277,18,180419277
"Missions and the Church, Part 5: The Maintenance of Missions",20161120_am.mp3,Greg Pickle,2016-11-20,3 John,Missions and the Church,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20161120_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180421702,3,180421702
2016 Crossway Business Meeting,20161204_ss.mp3,Crossway Finance Team,2016-12-04,,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20161204_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180422873,19,180422873
"God has not Rejected Israel, Part 1: God Remains Faithful to His People",20161204_am.mp3,Greg Pickle,2016-12-04,Romans 11:1-4,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20161204_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180422876,68,180422876
John 6,20161204_pm.mp3,Brian Beemer,2016-12-04,John 6,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20161204_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180422995,22,180422995
"God Has Not Rejected Israel, Part 2: God's Faithfulness is Demonstrated by a Remnant",20161211_am.mp3,Greg Pickle,2016-12-11,Romans 11:5-10,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20161211_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180424137,69,180424137
"1 Corinthians, Continued",20161211_ss.mp3,Greg Pickle,2016-12-11,1 Corinthians,New Testament Survey,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20161211_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180424140,6,180424140
Israel's Unbelief: A Problem with a Purpose,20161218_am.mp3,Greg Pickle,2016-12-18,Romans 11:11-16,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20161218_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180424821,70,180424821
"1 Corinthians, Continued",20161218_ss.mp3,Greg Pickle,2016-12-18,1 Corinthians,New Testament Survey,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20161218_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180424866,7,180424866
John 6:41-45,20161218_pm.mp3,Brian Beemer,2016-12-18,John 6:41-45,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20161218_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180424867,23,180424867
The Savior and the Shepherds,20161225_am.mp3,Greg Pickle,2016-12-25,Luke 2:8-20,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20161225_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180425388,20,180425388
Growing in Grace,20170101_am.mp3,Greg Pickle,2017-01-01,2 Peter 1:3-11,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20170101_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180426138,21,180426138
Don't Be Arrogant About Your Place in God's People,20170108_am.mp3,Greg Pickle,2017-01-08,Romans 11:17-24,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20170108_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180426770,71,180426770
New Testament Survey - 1 & 2 Corinthians,20170108_ss.mp3,Greg Pickle,2017-01-08,1 & 2 Corinthians,New Testament Survey,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20170108_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180426774,8,180426774
John 6:41-50,20170108_pm.mp3,Brian Beemer,2017-01-08,John 6:41-50,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20170108_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180447018,24,180447018
Grasping God's Plan for Israel,20170115_am.mp3,Greg Pickle,2017-01-15,Romans 11:25,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20170115_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180428476,72,180428476
"New Testament Survey: Galatians, Part 1",20170115_ss.mp3,Greg Pickle,2017-01-15,Galatians 1-3,New Testament Survey,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20170115_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180428477,9,180428477
How Will All Israel Be Saved?,01222017 Worship Service.mp3,Greg Pickle,2017-01-22,Romans 11:26,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/01222017 Worship Service.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180429089,73,180429089
"New Testament Survey: Galatians, Part 2",20170122_ss.mp3,Greg Pickle,2017-01-22,Galatians 3-6,New Testament Survey,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20170122_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180429165,10,180429165
John 6:51-58,20170122_pm.mp3,Brian Beemer,2017-01-22,John 6:51-58,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20170122_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180447017,25,180447017
The Character of God and the Salvation of All Israel,20170129_am.mp3,Greg Pickle,2017-01-29,Romans 11:26-32,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20170129_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180437618,74,180437618
"New Testament Survey: Ephesians, Part 1",20170129_ss.mp3,Greg Pickle,2017-01-29,Ephesians 1-2,New Testament Survey,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20170129_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180437871,11,180437871
John 6 Continued,20170129_pm.mp3,Brian Beemer,2017-01-29,John 6,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20170129_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180441321,26,180441321
Romans 11:33-36 - The Glory of God's Character Revealed in His Redemptive Plan,02052017 Worship Service.mp3,Greg Pickle,2017-02-05,Romans 11:33-26,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/02052017 Worship Service.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180439076,75,180439076
Rebuilding the Walls,20170205_pm.mp3,Philip Boudreaux,2017-02-05,Nehemiah 2:17-3:22,Nehemiah,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20170205_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180441328,1,180441328
"New Testament Survey: Ephesians, Part 2",20170205_ss.mp3,Greg Pickle,2017-02-05,Ephesians,New Testament Survey,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20170205_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180442412,12,180442412
The Right Response to Opposition,20170212_pm.mp3,Philip Boudreaux,2017-02-12,Nehemiah 4:1-14,Nehemiah,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20170212_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180441329,2,180441329
New Testament Survey: Philippians,20170212_ss.mp3,Greg Pickle,2017-02-12,Philippians,New Testament Survey,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20170212_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180442411,13,180442411
True Worship,20170219 Worship Service.mp3,Greg Pickle,2017-02-19,Romans 12:1,Romans,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20170219 Worship Service.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180441419,76,180441419
Perseverance in Guarding Helps the Rebuilding,20170219_pm.mp3,Philip Boudreaux,2017-02-19,Nehemiah 4:15-23,Nehemiah,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20170219_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180442003,3,180442003
