Title,FileName,Speaker,Date,Text,SeriesName,Mp3Url,SermonPageUrl,SeriesIndex,SermonId
"The Faithful Steward, Class 7 - Contentment, Part 3",20181007_ss.mp3,Jim Zehr,2018-10-07,Various,The Faithful Steward,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181007_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180542569,4,180542569
Coming Judgment on the Unjust Rich,20181007_am.mp3,Greg Pickle,2018-10-07,James 5:1-6,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181007_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180542603,23,180542603
The Triumphal Entry,20181007_pm.mp3,Brian Beemer,2018-10-07,John 12:12-19,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181007_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180550119,66,180550119
"The Faithful Steward: Work, Part 1",20181014_ss.mp3,Jim Zehr,2018-10-14,,The Faithful Steward,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181014_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180543948,5,180543948
"Patient Endurance, Part 1",20181014_am.mp3,Greg Pickle,2018-10-14,James 5:7-9,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181014_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180543951,24,180543951
"Jesus's Hour Has Finally Come, Part 1",20281014_pm.mp3,Brian Beemer,2018-10-14,John 12:20-36,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20281014_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180544169,67,180544169
"Ladies Retreat 2018, Session 1 - Forgiven: An Encounter with Christ's Love",2018_ladiesretreat_1.mp3,Becky Hintz,2018-10-19,Luke 7:36-50,Ladies Retreat 2018,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/2018_ladiesretreat_1.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180545420,1,180545420
"2018 Ladies Retreat, Session 2 - Focused: An Encounter with Christ's Lordship",2018_ladiesretreat_2.mp3,Becky Hintz,2018-10-20,Luke 10:38-42,Ladies Retreat 2018,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/2018_ladiesretreat_2.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180545423,2,180545423
"2018 Ladies Retreat, Session 3 - Freed: An Encounter with Christ's Compassion",2018_ladiesretreat_3.mp3,Becky Hintz,2018-10-20,Luke 13:10-17,Ladies Retreat 2018,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/2018_ladiesretreat_3.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180545425,3,180545425
"Patient Endurance, Part 2",20181021_am.mp3,Greg Pickle,2018-10-21,James 5:10-12,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181021_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180544439,25,180544439
"The Faithful Steward, Class 9 - Work, Part 2",20181021_ss.mp3,Jim Zehr,2018-10-21,Various,The Faithful Steward,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181021_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180545412,6,180545412
"Jesus's Hour Has Finally Come, Part 2",20181021_pm.mp3,Brian Beemer,2018-10-21,John 12:25-26,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181021_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180546309,68,180546309
"The Faithful Steward, Class 10 - Work, Part 3: Retirement",20181028_ss.mp3,Jim Zehr,2018-10-28,,The Faithful Steward,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181028_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180545959,7,180545959
Sheherd God's Flock,20181028_am.mp3,Greg Pickle,2018-10-28,1 Peter 5:1-4,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181028_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180545960,34,180545960
"Jesus's Hour Has Finally Come, Part 3",20281028_pm.mp3,Brian Beemer,2018-10-28,John 12:27-30,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20281028_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180546308,69,180546308
Our Need for Prayer,20181104_am.mp3,Greg Pickle,2018-11-04,James 5:13-18,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181104_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180546765,26,180546765
"The Faithful Steward, Class 11 - Savings and Debt",20181111_ss.mp3,Jim Zehr,2018-11-11,,The Faithful Steward,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181111_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180547263,8,180547263
Saving the Straying,20181111_am.mp3,Greg Pickle,2018-11-11,James 5:19-20,James,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181111_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180547286,27,180547286
The Faithful Steward - Week 13 Giving Part 1,20181118_SS.mp3,Jim Zehr,2018-11-18,,The Faithful Steward,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181118_SS.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180547819,9,180547819
A Psalm for Thanksgiving,20181118_am.mp3,Greg Pickle,2018-11-18,Psalm 100:1-5,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181118_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180547824,35,180547824
Nehemiah 11:1-12:21,20181118_pm.mp3,Philip Boudreaux,2018-11-18,Nehemiah 11:1-12:21,Nehemiah,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181118_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180550118,12,180550118
"The Faithful Steward, Week 14 - Tithing",20181125_ss.mp3,Jim Zehr,2018-11-25,,The Faithful Steward,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181125_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180548313,11,180548313
Improper Spiritual Influences,20181125_am.mp3,Brian Beemer,2018-11-25,Colossians 2:16-19,Colossians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181125_am.mp3,,,
The Useless Nature of Man's Decrees,20181202_am.mp3,Brian Beemer,2018-12-02,Colossians 2:20-23,Colossians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181202_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180548893,10,180548893
Nehemiah 12:22-13:3,20181202_pm.mp3,Philip Boudreaux,2018-12-02,Nehemiah 12:22-13:3,Nehemiah,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181202_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180550117,13,180550117
"The Faithful Steward, Week 15 - Tithing",20181209_ss.mp3,Jim Zehr,2018-12-09,,The Faithful Steward,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181209_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180549416,12,180549416
The Nature of Resurrected Life with Christ,20181209_am.mp3,Brian Beemer,2018-12-09,Colossians 3:1-4,Colossians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181209_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180549448,11,180549448
Nehemiah 13:4-31,20181209_pm.mp3,Philip Boudreaux,2018-12-09,Nehemiah 13:4-31,Nehemiah,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181209_pm.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180550116,14,180550116
"The Faithful Steward, Week 16 - Summary and Review",20181216_ss.mp3,Jim Zehr,2018-12-16,,The Faithful Steward,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181216_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180550431,13,180550431
"Colossians 3:5-11, Part 1 - Putting Off Ungodly Corruptions",20181216_am.mp3,,2018-12-16,,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181216_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180550462,36,180550462
The Miraculous Origin of Jesus Christ,20181223_am.mp3,Greg Pickle,2018-12-23,Matthew 1:18-25,Christmas,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181223_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180551047,6,180551047
A Hope Unlike Any Other,20181230_am.mp3,Greg Pickle,2018-12-30,1 John 3:1-3,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181230_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180551613,37,180551613
God's Work in Our Weakness,20190106_am.mp3,Greg Pickle,2019-01-06,2 Corinthians 12:7-10,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190106_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180552642,38,180552642
"Living an Attractive Gospel, Part 1",20190106_ss.mp3,Greg Pickle,2019-01-06,Titus 2,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190106_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180553502,39,180553502
Acts 17:1 - 15 -  A Church Begins in Thessalonica,20190113_am.mp3,Greg Pickle,2019-01-13,Acts 17:1-15,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190113_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180553495,1,180553495
"Living an Attractive Gospel, Part 2",20190113_ss.mp3,Greg Pickle,2019-01-13,Titus 2,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190113_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180553499,40,180553499
2019 Church-wide Meeting,20190120_ss.mp3,Greg Pickle,2019-01-20,,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190120_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180553490,41,180553490
To the Church of the Thessalonians,20190120_am.mp3,Greg Pickle,2019-01-20,1 Thessalonians 1:1,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190120_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180553494,2,180553494
"Living an Attractive Gospel, Part 3",20190127_ss.mp3,Greg Pickle,2019-01-27,Titus 2,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190127_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180553903,42,180553903
Thanking God for Other Christians,20190127_am.mp3,Greg Pickle,2019-01-27,1 Thessalonians 1:2-4,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190127_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180553930,3,180553930
"Living an Attractive Gospel, Part 4",20190203_ss.mp3,Greg Pickle,2019-02-03,Titus 2,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190203_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180554946,43,180554946
1  Thessalonians 1:4 - God's Choice of You - The Doctrine of Divine Election,20190203_am.mp3,Greg Pickle,2019-02-03,1 Thessalonians 1:4,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190203_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180554976,4,180554976
"Living an Attractive Gospel, Part 5",20190210_ss.mp3,Greg Pickle,2019-02-10,Titus 2,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190210_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180556849,44,180556849
The Evidences of God's Saving Choice,20190210_am.mp3,Greg Pickle,2019-02-10,1 Thessalonians 1:5-10,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190210_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180556885,5,180556885
"The Book of Jonah, Part 1",20190217_ss.mp3,Jim Zehr,2019-02-17,,Jonah,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190217_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180557368,12,180557368
A Savior Like Us - Results of the Sons Incarnation,20190217_am.mp3,Philip Boudreaux,2019-02-17,Hebrews 2:14-18,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190217_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180557404,45,180557404
"The Book of Jonah, Part 2",20190224_ss.mp3,Jim Zehr,2019-02-24,,Jonah,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190224_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180558580,13,180558580
The Growth of God's Church,20190224_am.mp3,Greg Pickle,2019-02-24,1 Corinthians 3:5-9,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190224_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180558581,46,180558581
"The Book of Jonah, Part 3",20190303_ss.mp3,Jim Zehr,2019-03-03,Jonah,Jonah,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190303_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180559156,14,180559156
1 Thessalonians 1:9b-10 - A Life Changed by the Gospel,20190303_am.mp3,Greg Pickle,2019-03-03,1 Thessalonians 1:9-10,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190303_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180559187,6,180559187
"A Sincere Ministry, Part 1",20190310_am.mp3,Greg Pickle,2019-03-10,1 Thessalonians 2:1-4,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190310_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180559729,7,180559729
Elder Q&A,20190310_ss.mp3,,2019-03-10,,Administrative,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190310_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180562989,1,180562989
Marriage - Class 1: God's View of Marriage,20190317_ss.mp3,Greg Pickle,2019-03-17,,Life in the Family - Marriage,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190317_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180560529,1,180560529
"A Sincere Ministry, Part 2",20190317_am.mp3,Greg Pickle,2019-03-17,1 Thessalonians 2:5-7,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190317_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180560559,8,180560559
"Marriage, Class 2: God's Design for Marriage",20190324_ss.mp3,Greg Pickle,2019-03-24,Genesis 2:18-25,Life in the Family - Marriage,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190324_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180562005,2,180562005
"A Sincere Ministry, Part 3",20190324_am.mp3,Greg Pickle,2019-03-24,1 Thessalonians 2:7-12,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190324_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180562046,9,180562046
Marriage - Class 3: Marriage in a Fallen World,20190331_ss.mp3,Greg Pickle,2019-03-31,Genesis 3:1-21,Life in the Family - Marriage,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190331_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180562861,3,180562861
Two Kinds of Responses to God's Word,20190331_am.mp3,Greg Pickle,2019-03-31,1 Thessalonians 2:13-16,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190331_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180562862,10,180562862
Marriage-Class 4: Redeeming Marriage,20190407_ss.mp3,Greg Pickle,2019-04-07,Ephesians 5:21-33; Colossians 3:18-19,Life in the Family - Marriage,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190407_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180563143,4,180563143
The Heart of a True Spiritual Leader,20190407_am.mp3,Greg Pickle,2019-04-07,1 Thessalonians 2:17-20,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190407_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180563145,11,180563145
"Marriage, Class 5 - Redeeming Marriage, Part 2",20190414_ss.mp3,Greg Pickle,2019-04-14,Ephesians 5:21-33,Life in the Family - Marriage,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190414_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180563818,5,180563818
The Importance of Steadfast Faith,20190414_am.mp3,Greg Pickle,2019-04-14,1 Thessalonians 3:1-5,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190414_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180563849,12,180563849
"Marriage, Class 6: Redeeming Marriage, Part 3",20190421_ss.mp3,Greg Pickle,2019-04-21,Various,Life in the Family - Marriage,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190421_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180564513,6,180564513
What Will You Do With the Risen Christ?,20190421_am.mp3,Greg Pickle,2019-04-21,Acts 2:1-42,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190421_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180564547,47,180564547
"Marriage, Class 7: Romantic Love",20190428_ss.mp3,Greg Pickle,2019-04-28,Song of Solomon,Life in the Family - Marriage,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190428_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180565125,7,180565125
Paul's Report from Timothy,20190428_am.mp3,Greg Pickle,2019-04-28,1 Thesslonians 3:6-13,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190428_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180565161,13,180565161
"Marriage, Class 8: Singleness",20190505_ss.mp3,Greg Pickle,2019-05-05,Various,Life in the Family - Marriage,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190505_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180565622,8,180565622
The Necessity of Constant Spiritual Progress,20190505_am.mp3,Greg Pickle,2019-05-05,1 Thessalonians 4:1-2,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190505_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180565672,14,180565672
Sanctification: God Wants You to Be Holy,20190512_am.mp3,Greg Pickle,2019-05-12,1 Thessalonians 4:3,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190512_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180566232,15,180566232
"Marriage, Class 9: Marriage Problems and Solutions",20190519_ss.mp3,Greg Pickle,2019-05-19,,Life in the Family - Marriage,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190519_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180566816,9,180566816
Stay Away From Immorality,20190519_am.mp3,Greg Pickle,2019-05-19,1 Thessalonians 4:3-8,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190519_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180566817,16,180566817
Love Others by Working Hard,20190526_am.mp3,Greg Pickle,2019-05-26,1 Thessalonians 4:9-12,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190526_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180567677,17,180567677
Hope and Comfort in the Coming of Christ,20190602_am.mp3,Greg Pickle,2019-06-02,1 Thessalonians 4:13-18,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190602_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180568324,18,180568324
"Life in the Family - Marriage, Class 10 - Solutions to Marriage Problems, Part 2",20190609_ss.mp3,Greg Pickle,2019-06-09,,Life in the Family - Marriage,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190609_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180568531,10,180568531
"The Day of the Lord, Part 1",20190609_am.mp3,Greg Pickle,2019-06-09,1 Thessalonians 5:1-3,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190609_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180568567,19,180568567
"Life in the Family - Marriage, Class 11 - Solutions to Marriage Problems, Part 3",20190616_ss.mp3,Greg Pickle,2019-06-16,,Life in the Family - Marriage,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190616_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180568953,11,180568953
The Believer's Response to the Day of the Lord,20190616_am.mp3,Greg Pickle,2019-06-16,1 Thessalonians 5:4-11,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190616_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180568976,20,180568976
"Life in the Family - Marriage, Class 12 - Solutions to Marriage Problems, Part 4",20190623_ss.mp3,Greg Pickle,2019-06-23,,Life in the Family - Marriage,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190623_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180569905,12,180569905
Yahweh - The Covenant Shepherd,20190623_am.mp3,Dan Snider,2019-06-23,Psalm 23,Guest Speakers,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190623_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180569908,8,180569908
"Life in the Family - Marriage, Class 13 - Solutions to Marriage Problems, Part 5",20190630_ss.mp3,Greg Pickle,2019-06-30,,Life in the Family - Marriage,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190630_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180569935,13,180569935
The Church and Its Leaders,20190630_am.mp3,Greg Pickle,2019-06-30,1 Thessalonians 5:12-13,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190630_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180569966,21,180569966
Meeting One Another's Spiritual Needs,20190707_am.mp3,Greg Pickle,2019-07-07,1 Thessalonians 5:14,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190707_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180570370,22,180570370
"Life in the Family - Marraige, Class 14 - Solutions to Marriage Problems, Part 6",20190707_ss.mp3,Greg Pickle,2019-07-07,,Life in the Family - Marriage,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190707_ss.mp3,,,
Malachi 1:1-14,20190714_ss.mp3,Phillip Boudreaux,2019-07-14,Malachi 1:1-14,Malachi,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190714_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180570757,1,180570757
Put on Godly Character,20190714_am.mp3,Brian Beemer,2019-07-14,Colossians 3:10-14,Colossians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190714_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180570788,12,180570788
"Life in the Family - Marriage, Class 15 - Unequally Yoked",20190721_ss.mp3,Greg Pickle,2019-07-21,,Life in the Family - Marriage,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190721_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180571172,14,180571172
The Replacement for Revenge,20190721_am.mp3,Greg Pickle,2019-07-22,1 Thessalonians 5:15,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190721_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180571376,24,180571376
"Life in the Family - Marriage, Class 16 - Divorce and Remarriage, Part 1",20190728_ss.mp3,Greg Pickle,2019-07-28,,Life in the Family - Marriage,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190728_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180571988,15,180571988
Rejoice Always,20190728_am.mp3,Greg Pickle,2019-07-28,1 Thessalonians 5:16,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190728_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180572036,25,180572036
"Life in the Family - Marriage, Class 17 - Divorce and Remarriage, Part 2",20190804_ss.mp3,Greg Pickle,2019-08-04,,Life in the Family - Marriage,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190804_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180572037,16,180572037
Pray and Give Thanks,20190804_am.mp3,Greg Pickle,2019-08-04,1 Thessalonians 5:17-18,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190804_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180572061,26,180572061
Responding to God's Revelation,20190811_am.mp3,Greg Pickle,2019-08-11,1 Thessalonians 5:19-22,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190811_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180572547,27,180572547
"Life in the Family - Marriage, Class 18 - Divorce and Remarriage, Part 3",20190811_ss.mp3,Greg Pickle,2019-08-11,Various,Life in the Family - Marriage,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190811_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180572557,17,180572557
"Life in the Family - Marriage, Class 19 - Divorce and Remarriage, Part 4",20190818_ss.mp3,Greg Pickle,2019-08-18,,Life in the Family - Marriage,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190818_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180572967,18,180572967
A Prayer for Sanctification,20190818_am.mp3,Greg Pickle,2019-08-18,1 Thessalonians 5:23-24,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190818_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180572998,28,180572998
Truths For a Troubled Heart,20190825_ss.mp3,Brian Beemer,2019-08-25,John 14:1-3,The Gospel of John,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190825_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180573434,70,180573434
Farewell to a Faithful Church,20190825_am.mp3,Greg Pickle,2019-08-25,1 Thessalonians 5:25-28,Thessalonians,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190825_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180573470,29,180573470
Running the Race to Win,20190901_ss.mp3,Greg Pickle,2019-09-01,1 Corinthians 9:24-27,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190901_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180573952,48,180573952
Psalm 32 - The Joy of Forgiveness,20190901_am.mp3,Greg Pickle,2019-09-01,Psalm 32:1-11,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190901_am.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180573985,49,180573985
"Prayer, Part 1",20190908_ss.mp3,Dan Snider,2019-09-08,Various,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190908_ss.mp3,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180574423,50,180574423
