SermonId,Title,Speaker,Date,Text,Mp3Url,SeriesName,SermonPageUrl,SeriesIndex
180568567,"1 Thessalonians 5:1-3 - The Day of the Lord, Part 1",Greg Pickle,2019-06-09,1 Thessalonians 5:1-3,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190609_am.mp3,Thessalonians,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180568567,19
180568324,1 Thessalonians 4:13-18: Hope and Comfort in the Coming of Christ,Greg Pickle,2019-06-02,1 Thessalonians 4:13-18,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190602_am.mp3,Thessalonians,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180568324,18
180567677,1 Thessalonians 4:9-12: Love Others by Working Hard,Greg Pickle,2019-05-26,1 Thessalonians 4:9-12,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190526_am.mp3,Thessalonians,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180567677,17
180566817,1 Thessalonians 4:3-8 - Stay Away From Immorality,Greg Pickle,2019-05-19,1 Thessalonians 4:3-8,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190519_am.mp3,Thessalonians,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180566817,16
180566816,"Marriage, Class 9: Marriage Problems and Solutions",Greg Pickle,2019-05-19,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190519_ss.mp3,Life in the Family - Marriage,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180566816,9
180566232,1 Thessalonians 4:3a - Sanctification: God Wants You to Be Holy,Greg Pickle,2019-05-12,1 Thessalonians 4:3,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190512_am.mp3,Thessalonians,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180566232,15
180565672,1 Thessalonians 4:1-2: The Necessity of Constant Spiritual Progress,Greg Pickle,2019-05-05,1 Thessalonians 4:1-2,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190505_am.mp3,Thessalonians,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180565672,14
180565622,"Marriage, Class 8: Singleness",Greg Pickle,2019-05-05,Various,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190505_ss.mp3,Life in the Family - Marriage,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180565622,8
180565125,"Marriage, Class 7: Romantic Love",Greg Pickle,2019-04-28,Song of Solomon,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190428_ss.mp3,Life in the Family - Marriage,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180565125,7
180565161,1 Thesslonians 3:6-13 - Paul's Report from Timothy,Greg Pickle,2019-04-28,1 Thesslonians 3:6-13,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190428_am.mp3,Thessalonians,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180565161,13
180564547,Acts 2:1-42: What Will You Do With the Risen Christ?,Greg Pickle,2019-04-21,Acts 2:1-42,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190421_am.mp3,,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180564547,47
180564513,"Marriage, Class 6: Redeeming Marriage, Part 3",Greg Pickle,2019-04-21,Various,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190421_ss.mp3,Life in the Family - Marriage,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180564513,6
180563818,"Marriage, Class 5 - Redeeming Marriage, Part 2",Greg Pickle,2019-04-14,Ephesians 5:21-33,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190414_ss.mp3,Life in the Family - Marriage,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180563818,5
180563849,1 Thessalonians 3:1-5 - The Importance of Steadfast Faith,Greg Pickle,2019-04-14,1 Thessalonians 3:1-5,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190414_am.mp3,Thessalonians,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180563849,12
180563145,1 Thessalonians 2:17-20: The Heart of a True Spiritual Leader,Greg Pickle,2019-04-07,1 Thessalonians 2:17-20,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190407_am.mp3,Thessalonians,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180563145,11
180563143,Marriage-Class 4: Redeeming Marriage,Greg Pickle,2019-04-07,Ephesians 5:21-33; Colossians 3:18-19,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190407_ss.mp3,Life in the Family - Marriage,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180563143,4
180562861,Marriage - Class 3: Marriage in a Fallen World,Greg Pickle,2019-03-31,Genesis 3:1-21,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190331_ss.mp3,Life in the Family - Marriage,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180562861,3
180562862,1 Thessalonians 2:13-16: Two Kinds of Responses to God's Word,Greg Pickle,2019-03-31,1 Thessalonians 2:13-16,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190331_am.mp3,Thessalonians,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180562862,10
180562046,"1 Thessalonians 2:7-12: A Sincere Ministry, Part 3",Greg Pickle,2019-03-24,1 Thessalonians 2:7-12,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190324_am.mp3,Thessalonians,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180562046,9
180562005,"Marriage, Class 2: God's Design for Marriage",Greg Pickle,2019-03-24,Genesis 2:18-25,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190324_ss.mp3,Life in the Family - Marriage,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180562005,2
180560559,"1 Thessalonians 2:5-7: A Sincere Ministry, Part 2",Greg Pickle,2019-03-17,1 Thessalonians 2:5-7,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190317_am.mp3,Thessalonians,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180560559,8
180560529,Marriage - Class 1: God's View of Marriage,Greg Pickle,2019-03-17,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190317_ss.mp3,Life in the Family - Marriage,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180560529,1
180562989,Elder Q&A,,2019-03-10,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190310_ss.mp3,Administrative,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180562989,1
180559729,"1 Thessalonians 2:1-4: A Sincere Ministry, Part 1",Greg Pickle,2019-03-10,1 Thessalonians 2:1-4,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190310_am.mp3,Thessalonians,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180559729,7
180559187,1 Thessalonians 1:9b-10 - A Life Changed by the Gospel,Greg Pickle,2019-03-03,1 Thessalonians 1:9-10,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190303_am.mp3,Thessalonians,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180559187,6
180559156,"The Book of Jonah, Part 3",Jim Zehr,2019-03-03,Jonah,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190303_ss.mp3,Jonah,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180559156,14
180558580,"The Book of Jonah, Part 2",Jim Zehr,2019-02-24,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190224_ss.mp3,Jonah,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180558580,13
180558581,The Growth of God's Church,Greg Pickle,2019-02-24,1 Corinthians 3:5-9,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190224_am.mp3,,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180558581,46
180557404,A Savior Like Us - Results of the Sons Incarnation,Philip Boudreaux,2019-02-17,Hebrews 2:14-18,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190217_am.mp3,,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180557404,45
180557368,"The Book of Jonah, Part 1",Jim Zehr,2019-02-17,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190217_ss.mp3,Jonah,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180557368,12
180556849,"Living an Attractive Gospel, Part 5",Greg Pickle,2019-02-10,Titus 2,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190210_ss.mp3,,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180556849,44
180556885,1 Thessalonians 1:5-10 - The Evidences of God's Saving Choice,Greg Pickle,2019-02-10,1 Thessalonians 1:5-10,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190210_am.mp3,Thessalonians,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180556885,5
180554976,1  Thessalonians 1:4 - God's Choice of You - The Doctrine of Divine Election,Greg Pickle,2019-02-03,1 Thessalonians 1:4,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190203_am.mp3,Thessalonians,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180554976,4
180554946,"Living an Attractive Gospel, Part 4",Greg Pickle,2019-02-03,Titus 2,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190203_ss.mp3,,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180554946,43
180553930,1 Thessalonians 1:2-4 - Thanking God for Other Christians,Greg Pickle,2019-01-27,1 Thessalonians 1:2-4,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190127_am.mp3,Thessalonians,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180553930,3
180553903,"Living an Attractive Gospel, Part 3",Greg Pickle,2019-01-27,Titus 2,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190127_ss.mp3,,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180553903,42
180553494,1 Thessalonians 1:1 - To the Church of the Thessalonians,Greg Pickle,2019-01-20,1 Thessalonians 1:1,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190120_am.mp3,Thessalonians,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180553494,2
180553490,2019 Church-wide Meeting,Greg Pickle,2019-01-20,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190120_ss.mp3,,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180553490,41
180553499,"Living an Attractive Gospel, Part 2",Greg Pickle,2019-01-13,Titus 2,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190113_ss.mp3,,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180553499,40
180553495,Acts 17:1 - 15 -  A Church Begins in Thessalonica,Greg Pickle,2019-01-13,Acts 17:1-15,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190113_am.mp3,Thessalonians,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180553495,1
180552642,2 Corinthians 12:7-10 - God's Work in Our Weakness,Greg Pickle,2019-01-06,2 Corinthians 12:7-10,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190106_am.mp3,,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180552642,38
180553502,"Living an Attractive Gospel, Part 1",Greg Pickle,2019-01-06,Titus 2,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20190106_ss.mp3,,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180553502,39
180551613,1 John 3:1-3: A Hope Unlike Any Other,Greg Pickle,2018-12-30,1 John 3:1-3,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181230_am.mp3,,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180551613,37
180551047,Matthew 1:18-25: The Miraculous Origin of Jesus Christ,Greg Pickle,2018-12-23,Matthew 1:18-25,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181223_am.mp3,Christmas,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180551047,6
180550431,"The Faithful Steward, Week 16 - Summary and Review",Jim Zehr,2018-12-16,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181216_ss.mp3,The Faithful Steward,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180550431,13
180550462,"Colossians 3:5-11, Part 1 - Putting Off Ungodly Corruptions",,2018-12-16,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181216_am.mp3,,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180550462,36
180549416,"The Faithful Steward, Week 15 - Tithing",Jim Zehr,2018-12-09,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181209_ss.mp3,The Faithful Steward,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180549416,12
180549448,Colossians 3:1-4 - The Nature of Resurrected Life with Christ,Brian Beemer,2018-12-09,Colossians 3:1-4,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181209_am.mp3,Colossians,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180549448,11
180550116,Nehemiah 13:4-31,Philip Boudreaux,2018-12-09,Nehemiah 13:4-31,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181209_pm.mp3,Nehemiah,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180550116,14
180548893,Colossians 2:20-23 - The Useless Nature of Man's Decrees,Brian Beemer,2018-12-02,Colossians 2:20-23,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181202_am.mp3,Colossians,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180548893,10
180550117,Nehemiah 12:22-13:3,Philip Boudreaux,2018-12-02,Nehemiah 12:22-13:3,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181202_pm.mp3,Nehemiah,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180550117,13
180548313,"The Faithful Steward, Week 14 - Tithing",Jim Zehr,2018-11-25,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181125_ss.mp3,The Faithful Steward,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180548313,10
180548313,"The Faithful Steward, Week 14 - Tithing",Jim Zehr,2018-11-25,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181125_ss.mp3,The Faithful Steward,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180548313,11
180547819,The Faithful Steward - Week 13 Giving Part 1,Jim Zehr,2018-11-18,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181118_SS.mp3,The Faithful Steward,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180547819,9
180550118,Nehemiah 11:1-12:21,Philip Boudreaux,2018-11-18,Nehemiah 11:1-12:21,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181118_pm.mp3,Nehemiah,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180550118,12
180547824,Psalm 100:1-5 - A Psalm for Thanksgiving,Greg Pickle,2018-11-18,Psalm 100:1-5,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181118_am.mp3,,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180547824,35
180547263,"The Faithful Steward, Class 11 - Savings and Debt",Jim Zehr,2018-11-11,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181111_ss.mp3,The Faithful Steward,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180547263,8
180547286,James 5:19-20 - Saving the Straying,Greg Pickle,2018-11-11,James 5:19-20,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181111_am.mp3,James,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180547286,27
180546765,James 5:13-18 - Our Need for Prayer,Greg Pickle,2018-11-04,James 5:13-18,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181104_am.mp3,James,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180546765,26
180545960,1 Peter 5:1-4 - Sheherd God's Flock,Greg Pickle,2018-10-28,1 Peter 5:1-4,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181028_am.mp3,,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180545960,34
180545959,"The Faithful Steward, Class 10 - Work, Part 3: Retirement",Jim Zehr,2018-10-28,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181028_ss.mp3,The Faithful Steward,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180545959,7
180546308,"Jesus's Hour Has Finally Come, Part 3",Brian Beemer,2018-10-28,John 12:27-30,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20281028_pm.mp3,The Gospel of John,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180546308,69
180546309,"Jesus's Hour Has Finally Come, Part 2",Brian Beemer,2018-10-21,John 12:25-26,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181021_pm.mp3,The Gospel of John,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180546309,68
180545412,"The Faithful Steward, Class 9 - Work, Part 2",Jim Zehr,2018-10-21,Various,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181021_ss.mp3,The Faithful Steward,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180545412,6
180544439,"James 5:10-12 - Patient Endurance, Part 2",Greg Pickle,2018-10-21,James 5:10-12,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181021_am.mp3,James,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180544439,25
180545423,"2018 Ladies Retreat, Session 2 - Focused: An Encounter with Christ's Lordship",Becky Hintz,2018-10-20,Luke 10:38-42,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/2018_ladiesretreat_2.mp3,Ladies Retreat 2018,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180545423,2
180545425,"2018 Ladies Retreat, Session 3 - Freed: An Encounter with Christ's Compassion",Becky Hintz,2018-10-20,Luke 13:10-17,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/2018_ladiesretreat_3.mp3,Ladies Retreat 2018,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180545425,3
180545420,"Ladies Retreat 2018, Session 1 - Forgiven: An Encounter with Christ's Love",Becky Hintz,2018-10-19,Luke 7:36-50,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/2018_ladiesretreat_1.mp3,Ladies Retreat 2018,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180545420,1
180543948,"The Faithful Steward: Work, Part 1",Jim Zehr,2018-10-14,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181014_ss.mp3,The Faithful Steward,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180543948,5
180544169,"Jesus's Hour Has Finally Come, Part 1",Brian Beemer,2018-10-14,John 12:20-36,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20281014_pm.mp3,The Gospel of John,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180544169,67
180543951,"James 5:7-9 - Patient Endurance, Part 1",Greg Pickle,2018-10-14,James 5:7-9,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181014_am.mp3,James,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180543951,24
180542569,"The Faithful Steward, Class 7 - Contentment, Part 3",Jim Zehr,2018-10-07,Various,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181007_ss.mp3,The Faithful Steward,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180542569,4
180550119,John 12:12-19 - The Triumphal Entry,Brian Beemer,2018-10-07,John 12:12-19,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181007_pm.mp3,The Gospel of John,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180550119,66
180542603,James 5:1-6 - Coming Judgment on the Unjust Rich,Greg Pickle,2018-10-07,James 5:1-6,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20181007_am.mp3,James,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180542603,23
180541841,"The Faithful Steward, Class 6 - Contentment, Part 2",,2018-09-30,,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180930_ss.mp3,,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180541841,33
180541886,James 4:13-17 - Presumption and Providencee,Greg Pickle,2018-09-30,James 4:13-17,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180930_am.mp3,James,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180541886,22
180541375,Mary Anoints Jesus's Feet,Brian Beemer,2018-09-23,John 12:1-11,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180923_pm.mp3,The Gospel of John,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180541375,65
180541207,James 4 :11-12 - Don't Speak Against One Another,Greg Pickle,2018-09-23,James 4:11-12,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180923_am.mp3,James,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180541207,21
180541172,"The Faithful Steward, Class 5 - Contentment, Part 1",Jim Zehr,2018-09-23,Various,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180923_ss.mp3,The Faithful Steward,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180541172,3
180540572,James 4:7-10 - How to Find God's Grace,Greg Pickle,2018-09-16,James 4:7-10,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180916_am.mp3,James,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180540572,20
180540535,"The Faithful Steward, Class 4 - Stewardship, Part 2",Jim Zehr,2018-09-16,Various,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180916_ss.mp3,The Faithful Steward,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180540535,2
180550122,John 12:1-3 - Mary's Adoration,Brian Beemer,2018-09-16,John 12:1-3,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180916_pm.mp3,The Gospel of John,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180550122,64
180550121,John 11:47-57 - The Jewish Leaders Plan to Kill Jesus,Brian Beemer,2018-09-09,John 11:47-57,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180909_pm.mp3,The Gospel of John,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180550121,63
180539689,James 4:4-6 - The Heart of Conflict,Greg Pickle,2018-09-09,James 4:4-6,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180909_am.mp3,James,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180539689,19
180539094,James 4:1-3 - The Causes of Coflicts,Greg Pickle,2018-09-02,James 4:1-3,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180902_am.mp3,James,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180539094,18
180550120,John 11:38-46 - Jesus Raises Lazarus from the Dead,Brian Beemer,2018-08-26,John 11:38-46,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180826_pm.mp3,The Gospel of John,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180550120,62
180538495,"The Faithful Steward, Class 1 - Overview",Jim Zehr,2018-08-26,Various,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180826_ss.mp3,The Faithful Steward,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538495,1
180538494,James 3:17-18 - How to Recognize True Wisdom,Greg Pickle,2018-08-26,James 3:17-18,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180826_am.mp3,James,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538494,17
180538403,John 11:28-37 - Jesus Meets with Mary,Brian Beemer,2018-08-19,John 11:28-37,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180819_pm.mp3,The Gospel of John,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538403,61
180537811,James 3:13-16 - How to Understand False Wisdom,Greg Pickle,2018-08-19,James 3:13-16,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180819_am.mp3,James,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180537811,16
180538329,Unity and Diversity in the Church - Minorities,Greg Pickle,2018-08-12,Various,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180812_ss.mp3,Unity and Diversity in the Church,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538329,7
180537171,"James 3:3-12 - The Importance of Controlling Your Tongue, Part 2",Greg Pickle,2018-08-12,James 3:3-12,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180812_am.mp3,James,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180537171,15
180538402,"John 11:17-27 - Jesus Meets with Martha, Part 2",Brian Beemer,2018-08-12,John 11:17-27,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180812_pm.mp3,The Gospel of John,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538402,60
180538393,Unity and Diversity in the Church - Majorities,Greg Pickle,2018-08-05,Various,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180805_ss.mp3,Unity and Diversity in the Church,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538393,6
180538401,"John 11:17-27 - Jesus Meets with Martha, Part 1",Brian Beemer,2018-08-05,John 11:17-27,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180805_pm.mp3,The Gospel of John,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538401,59
180536451,James 3:1-2 - The Importance of Controlling Your Tongue,Greg Pickle,2018-08-05,James 3:1-2,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180805_am.mp3,James,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180536451,14
180535777,"True Faith is Shown by Good Works, Part 2",Greg Pickle,2018-07-29,James 2:20-26,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180729_am.mp3,James,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180535777,13
180538397,Unity and Diversity in the Church - Week 5,Greg Pickle,2018-07-29,Various,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180729_ss.mp3,Unity and Diversity in the Church,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538397,5
180538400,"John 11:7-16 - The Death of Lazarus, Part 2",Brian Beemer,2018-07-29,John 11:7-16,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180729_pm.mp3,The Gospel of John,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538400,58
180535207,Trusting God During Our Trials,Philip Boudreaux,2018-07-22,Psalm 3:1-8,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180722_am.mp3,Guest Speakers,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180535207,7
180533650,"John 11:4-6 - The Sickness of Lazarus, Part 2",Brian Beemer,2018-07-15,John 11:4-6,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180715_pm.mp3,The Gospel of John,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180533650,57
180533551,James 2:20 - True Faith Is Shown By Good Works,Greg Pickle,2018-07-15,James 2:20,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180715_am.mp3,James,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180533551,12
180538396,Unity and Diversity in the Church - Week 4,Greg Pickle,2018-07-15,Various,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180715_ss.mp3,Unity and Diversity in the Church,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538396,4
180538395,Unity and Diversity in the Church - Week 3,Greg Pickle,2018-07-08,Various,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180708_ss.mp3,Unity and Diversity in the Church,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180538395,3
180532932,James 2:14-19 - The Need for a Faith That Works,Greg Pickle,2018-07-08,James 2:14-19,http://www.crosswayknoxville.org/home/180013269/180013269/Audio/20180708_am.mp3,James,/site/file.asp?sec_id=180013269&table=file_downloads&file_id=180532932,11
